Date,price_ratio,price_spread,zscore,spread_ma5,spread_ma20,spread_std,bollinger_high,bollinger_low,volume_ratio
2020-05-26,2.1576171269004036,37.31000000000001,1.7708773109050935,35.465999999999994,33.325,2.250297056413963,37.82559411282793,28.824405887172077,0.7786728296071628
2020-05-27,2.220959595959596,38.68,1.9931236801234111,36.222,33.6725,2.5123879917426617,38.697275983485326,28.647724016514676,0.6785308722920321
2020-05-28,2.1303398815091983,36.24999999999999,0.9439356764975411,36.342,33.819,2.5753873495068844,38.96977469901377,28.668225300986233,0.6583855390705802
2020-05-29,2.0463980463980467,34.28000000000001,0.19412653778615033,36.33800000000001,33.7825,2.562761411569886,38.908022823139774,28.656977176860227,0.3853067540644394
2020-06-01,2.0494441193680513,35.87,0.7946736550689577,36.478,33.815000000000005,2.5859671915532045,38.986934383106416,28.643065616893594,0.42077858705269566
2020-06-02,2.0631892697466467,35.67,0.7246904196633507,36.15,33.803,2.5762725011147585,38.95554500222951,28.65045499777048,0.4799296724217135
2020-06-03,2.0745998187858654,35.58,0.6692260513574584,35.53,33.8415,2.597776934226665,39.037053868453334,28.645946131546673,0.4892893280781533
2020-06-04,2.0772442588726516,36.120000000000005,0.7974594862748019,35.504000000000005,34.0305,2.6201958042542692,39.27089160850854,28.790108391491465,0.5274348632837207
2020-06-05,2.1139506915213473,37.050000000000004,1.050423739835914,36.05800000000001,34.2145,2.6993868212107763,39.613273642421554,28.81572635757845,0.5579176023998714
2020-06-08,2.123642943305187,37.260000000000005,1.0297931621160625,36.336,34.557,2.6247989396683935,39.80659787933679,29.307402120663216,0.5060352965393191
2020-06-09,2.0777906304222094,37.269999999999996,0.9428925432061995,36.656000000000006,34.881,2.5336927492039245,39.94838549840785,29.813614501592152,0.44018214957401014
2020-06-10,2.142523364485981,39.12,1.5805782534892632,37.364,35.356,2.381406926035228,40.11881385207046,30.593186147929543,0.944005486571966
2020-06-11,2.2575094779819187,43.12,2.824368112810967,38.763999999999996,36.05800000000001,2.500382286560904,41.05876457312181,31.0572354268782,0.86576917650175
2020-06-12,2.2458721104773343,41.5,1.88030223733009,39.653999999999996,36.485,2.6671244124673184,41.81924882493463,31.150751175065363,0.935889878731159
2020-06-15,2.2386432465172623,40.9,1.5190921641943849,40.382,36.936,2.6094532599358207,42.154906519871645,31.71709348012836,0.5435480682024327
2020-06-16,2.169648009232545,40.540000000000006,1.2704038770138886,41.035999999999994,37.327,2.529116966765115,42.38523393353023,32.268766066469766,0.3531121916575591
2020-06-17,2.1412445730824894,39.43000000000001,0.7496900182340132,41.098,37.5535,2.5030345267505805,42.559569053501164,32.547430946498835,0.42288752003907554
2020-06-18,2.0676087558880574,38.53,0.3369909376928925,40.18,37.697500000000005,2.4703928411234375,42.63828568224688,32.75671431775313,0.2226202991566088
2020-06-19,2.159603742432581,42.14,1.604578236290389,40.30800000000001,38.0895,2.524339361204547,43.138178722409094,33.04082127759091,0.6108421409844286
2020-06-22,2.100754310344828,40.86000000000001,0.9949997781107355,40.3,38.374,2.498493019486214,43.37098603897243,33.37701396102757,0.5452416064126415
2020-06-23,2.1566200215285254,42.980000000000004,1.6092394682451836,40.788000000000004,38.657500000000006,2.6860514456021423,44.02960289120429,33.28539710879572,0.6558627695292435
2020-06-24,2.266388888888889,45.59,2.123883822188777,42.02,39.003,3.1013937444147697,45.20578748882954,32.80021251117046,0.6127648902795705
2020-06-29,2.2839090143218197,45.72,1.8525497672469549,43.458000000000006,39.4765,3.3702198507079055,46.21693970141581,32.73606029858419,0.5598170608129995
2020-06-30,2.3319315951780206,47.510000000000005,2.054668600908237,44.532000000000004,40.138,3.587926538002926,47.31385307600585,32.96214692399415,0.7895161290284225
2020-07-01,2.2051000822593916,43.95,0.9636392807391647,45.15,40.542,3.5365930676734934,47.61518613534699,33.468813864653015,0.9572122851814312
2020-07-02,2.117080994386528,41.790000000000006,0.2809548369826664,44.912,40.848,3.3528520459611246,47.55370409192225,34.14229590807775,0.8306538543013526
2020-07-03,2.083967462608239,41.31,0.05633273913562967,44.056000000000004,41.1345,3.115417476459941,47.36533495291989,34.90366504708012,0.8488814143753838
2020-07-06,2.1514538558786347,45.540000000000006,1.2992599137697867,44.02,41.6055,3.028262442565555,47.66202488513111,35.54897511486889,0.7215855698374267
2020-07-07,2.1702468007312614,51.21,2.5258699285222184,44.760000000000005,42.3135,3.5221528628772174,49.35780572575443,35.269194274245564,0.5193057466734664
2020-07-08,2.2069836894096024,52.53999999999999,2.369231568384578,46.478,43.0775,3.993910990495472,51.065321980990944,35.08967801900906,0.6663360627363248
2020-07-09,2.297867461591378,56.599999999999994,2.628583002372633,49.440000000000005,44.044,4.77671809817936,53.597436196358714,34.49056380364128,0.8559071445196621
2020-07-10,2.302126675913084,56.330000000000005,2.132498219911271,52.443999999999996,44.9045,5.3578004864526445,55.62010097290529,34.188899027094706,0.5792121973444642
2020-07-13,2.3424223208623967,63.50999999999999,2.602449588376898,56.038,45.924,6.7574795986607645,59.43895919732153,32.40904080267847,0.6871908401428288
2020-07-14,2.442095588235294,62.76,2.0646550035784856,58.34799999999999,46.987,7.63953298379731,62.26606596759462,31.707934032405383,0.7148638996889675
2020-07-15,2.356511627906977,58.33,1.325775440910266,59.50599999999999,47.8585,7.89839642285903,63.65529284571806,32.06170715428194,0.6198271674654169
2020-07-16,2.403367680321689,55.839999999999996,0.9142685426898253,59.354,48.6235,7.893195120515337,64.40989024103067,32.837109758969326,0.8163894946178608
2020-07-17,2.3371864240039355,54.370000000000005,0.6508534224780563,58.962,49.3705,7.6814530389422115,64.73340607788442,34.007593922115575,1.1471241277182311
2020-07-20,2.415643802647413,58.82000000000001,1.1228128113075213,58.024,50.385000000000005,7.512383110571566,65.40976622114314,35.36023377885687,1.1365289502310825
2020-07-21,2.420210224558051,59.45,1.0918656381476584,57.362,51.2505,7.509623632730479,66.26974726546096,36.23125273453904,0.7635539148446889
2020-07-22,2.448532948532949,60.230000000000004,1.0904760145250754,57.742000000000004,52.21900000000001,7.346333063078833,66.91166612615767,37.52633387384234,1.0122157965564857
2020-07-23,2.5257583052479537,63.38,1.368195084291943,59.25,53.239,7.411954710572646,68.06290942114529,38.4150905788547,0.9640487788302421
2020-07-24,2.6033925686591277,59.55,0.7678159880038926,60.286,53.937,7.310345301082143,68.55769060216429,39.31630939783571,0.671748644229664
2020-07-27,2.5415866044468847,56.160000000000004,0.24089333752049516,59.754000000000005,54.45899999999999,7.061216459983224,68.58143291996643,40.33656708003354,0.9744982354430191
2020-07-28,2.5723085163363684,58.709999999999994,0.5330817263060449,59.605999999999995,55.01899999999999,6.923891437015758,68.86678287403151,41.171217125968475,0.7326269707344354
2020-07-29,2.6017214397496087,61.41,0.8430649643227294,59.842,55.891999999999996,6.5451658336114695,68.98233166722294,42.801668332777055,0.8312230379466786
2020-07-30,2.706199460916442,63.300000000000004,1.0853238514221641,59.826,56.967499999999994,5.834663996098639,68.63682799219727,45.29817200780272,0.6012096993737828
2020-07-31,2.7714817770683693,66.59,1.6944989180970376,61.234,58.231500000000004,4.9327266667049825,68.09695333340997,48.36604666659004,1.0087599633571962
2020-08-03,2.7527244421380384,67.55000000000001,1.8779599723079154,63.512,59.33200000000001,4.376025112984974,68.08405022596996,50.57994977403006,0.6567098644913131
