Date,Open,High,Low,Close,Volume
2020-09-02,29.14,29.18,27.72,28.61,397047
2020-09-03,28.14,28.9,27.89,28.04,227795
2020-09-04,26.78,27.37,26.52,27.18,222021
2020-09-07,27.0,29.68,26.98,28.76,409987
2020-09-08,29.14,29.14,27.41,27.51,279084
2020-09-09,26.51,26.74,25.46,25.84,263292
2020-09-10,26.46,27.23,26.14,26.21,217063
2020-09-11,26.46,27.58,26.25,27.58,205764
2020-09-14,27.61,28.68,27.61,28.01,223839
2020-09-15,28.51,31.09,28.34,30.94,579221
2020-09-16,30.6,33.13,30.18,32.31,493789
2020-09-17,32.35,35.82,32.23,35.82,602351
2020-09-18,35.17,35.68,34.34,35.68,473754
2020-09-21,35.84,36.95,31.96,32.43,588771
2020-09-22,32.68,34.06,31.85,32.77,462882
2020-09-23,33.51,34.18,32.61,33.98,381409
2020-09-24,33.14,33.85,32.51,32.64,266126
2020-09-25,33.24,33.77,31.78,32.21,324363
2020-09-28,32.57,33.21,32.39,32.64,211883
2020-09-29,33.37,33.68,31.93,33.14,270046
2020-09-30,33.37,36.59,32.88,35.92,444201
2020-10-09,38.21,39.22,36.91,37.29,559678
2020-10-12,38.44,40.19,37.33,40.01,528089
2020-10-13,39.84,41.14,38.84,40.27,460527
2020-10-14,40.23,41.28,39.88,40.68,310472
2020-10-15,42.04,43.09,40.95,41.03,402893
2020-10-16,41.36,41.79,38.84,39.78,413536
2020-10-19,39.84,40.45,39.28,39.87,222006
2020-10-20,39.24,43.95,39.24,43.84,541679
2020-10-21,43.17,43.74,41.9,43.01,380567
2020-10-22,42.92,45.51,41.2,45.11,434389
2020-10-23,44.52,45.77,42.68,43.4,400994
2020-10-26,42.68,44.79,41.54,43.83,309796
2020-10-27,42.98,44.34,42.45,43.94,296545
2020-10-28,43.68,48.34,43.52,47.71,517974
2020-10-29,46.48,52.76,46.48,49.97,634705
2020-10-30,50.51,53.94,48.58,50.45,673292
2020-11-02,50.81,53.43,50.68,53.17,524911
2020-11-03,54.51,54.66,50.37,51.87,661617
2020-11-04,52.84,53.95,51.51,53.19,460948
2020-11-05,55.51,58.79,54.18,58.79,674092
2020-11-06,60.34,63.46,57.14,60.66,807667
2020-11-09,61.04,61.73,58.55,60.83,525016
2020-11-10,59.46,59.47,56.14,58.04,635350
2020-11-11,56.14,57.81,51.95,51.96,805675
2020-11-12,53.18,54.94,52.44,53.62,586640
2020-11-13,57.18,57.85,54.94,55.81,609194
2020-11-16,54.19,54.34,51.68,53.85,542565
2020-11-17,55.01,55.57,52.0,52.84,568409
2020-11-18,52.47,53.57,51.26,52.84,417033
2020-11-19,53.18,53.41,50.35,51.05,470054
2020-11-20,52.06,56.26,51.58,55.86,707527
2020-11-23,56.14,58.85,54.53,58.58,604027
2020-11-24,61.1,62.17,57.41,58.57,646752
2020-11-25,58.18,61.08,57.38,58.35,473858
2020-11-26,58.38,58.78,54.25,55.78,496538
2020-11-27,55.61,56.48,53.62,55.21,397476
2020-11-30,54.34,56.09,52.51,54.56,379213
2020-12-01,53.41,56.18,52.84,56.11,401564
2020-12-02,54.21,54.68,53.18,53.76,492401
2020-12-03,53.76,55.06,52.83,54.21,365581
2020-12-04,54.38,56.78,53.98,54.46,394490
2020-12-07,54.28,56.06,53.55,55.61,322186
2020-12-08,56.54,57.84,56.08,56.5,445743
2020-12-09,56.84,57.52,54.84,54.92,315714
2020-12-10,53.18,54.4,52.52,53.68,370436
2020-12-11,53.63,53.63,51.44,52.84,354878
2020-12-14,52.78,54.14,51.51,53.91,302132
2020-12-15,53.93,55.53,53.34,55.41,362218
2020-12-16,55.84,56.08,54.14,54.47,238154
2020-12-17,54.24,54.82,53.51,54.44,189773
2020-12-18,54.68,57.21,54.25,55.84,488485
2020-12-21,56.01,61.71,55.68,61.71,667798
2020-12-22,61.5,61.5,58.4,58.51,586810
2020-12-23,58.47,60.78,58.16,59.44,427079
2020-12-24,58.84,58.84,57.18,58.18,260454
2020-12-25,58.28,59.23,57.54,58.92,211331
2020-12-28,58.61,60.63,58.04,59.82,303384
2020-12-29,59.18,59.18,56.66,56.71,361178
2020-12-30,57.4,61.16,57.4,59.18,510431
2020-12-31,60.13,62.45,58.6,61.94,505119
2021-01-04,60.18,67.56,59.54,66.1,589502
2021-01-05,65.84,70.92,64.51,70.48,545306
2021-01-06,70.42,71.24,67.84,69.28,434652
2021-01-07,69.38,73.28,68.58,72.19,428603
2021-01-08,74.84,75.28,70.74,73.01,426758
2021-01-11,75.37,78.84,74.17,75.46,534255
2021-01-12,74.44,77.09,70.51,76.17,433125
2021-01-13,76.51,80.47,73.74,76.94,480348
2021-01-14,74.51,75.66,71.29,71.83,445955
2021-01-15,71.18,73.48,69.34,72.24,377050
2021-01-18,70.51,71.84,69.26,71.07,263789
2021-01-19,71.2,72.24,68.36,69.24,276250
2021-01-20,70.48,72.61,69.85,71.18,381401
2021-01-21,70.51,77.04,69.45,75.68,585710
2021-01-22,75.75,78.4,74.35,78.15,423887
2021-01-25,79.34,84.83,78.84,83.84,559389
2021-01-26,82.84,84.71,80.84,81.92,394555
2021-01-27,80.58,83.66,75.34,82.84,521351
2021-01-28,79.17,81.34,78.17,78.63,326462
2021-01-29,80.18,80.65,76.34,79.51,335983
2021-02-01,78.84,80.55,76.84,79.47,263795
2021-02-02,81.18,86.51,80.68,86.34,471100
2021-02-03,86.54,88.3,83.94,84.84,384030
2021-02-04,83.18,85.47,82.29,83.81,310351
2021-02-05,84.51,86.6,79.68,80.18,480551
2021-02-08,80.17,81.5,77.18,80.58,372462
2021-02-09,81.54,83.52,79.68,82.84,374954
2021-02-10,84.18,87.4,81.51,86.16,418939
2021-02-18,86.8,86.8,82.29,83.51,472646
2021-02-19,82.14,83.06,79.09,82.96,382587
2021-02-22,82.71,82.73,76.99,77.02,427131
2021-02-23,73.71,75.52,71.48,72.18,476510
2021-02-24,72.18,73.37,65.04,66.84,676485
2021-02-25,69.1,69.13,65.78,66.93,369532
2021-02-26,62.68,65.18,61.84,62.93,503616
2021-03-01,64.18,67.51,63.01,67.48,444294
2021-03-02,68.73,69.11,65.58,67.64,387928
2021-03-03,65.51,67.28,64.5,67.09,263062
2021-03-04,65.51,65.54,62.94,63.34,346850
2021-03-05,59.63,63.68,59.24,62.63,325319
2021-03-08,62.63,62.95,56.09,56.09,591328
2021-03-09,54.65,56.71,51.19,54.07,599205
2021-03-10,57.18,57.8,55.77,56.24,431507
2021-03-11,56.16,58.84,55.21,58.17,367828
2021-03-12,59.23,59.84,56.81,57.74,301848
2021-03-15,56.69,57.51,54.51,55.26,295602
2021-03-16,56.37,56.88,54.97,56.0,197056
2021-03-17,55.18,57.17,54.34,56.14,213705
2021-03-18,56.77,57.39,56.27,56.69,201064
2021-03-19,54.84,55.63,53.73,54.23,258227
2021-03-22,54.62,55.67,53.85,55.11,185683
2021-03-23,55.78,55.9,52.61,53.5,226649
2021-03-24,53.17,53.59,51.18,51.42,248269
2021-03-25,49.51,51.66,49.04,50.91,256191
2021-03-26,51.51,54.51,51.48,54.17,328530
2021-03-29,53.85,54.0,52.11,53.21,234729
2021-03-30,50.84,53.51,50.21,53.51,338931
2021-03-31,53.58,54.72,51.36,52.01,270153
2021-04-01,53.18,54.48,52.85,53.53,299958
2021-04-02,54.17,56.58,53.37,55.8,349532
2021-04-06,56.11,56.92,54.78,55.87,255910
2021-04-07,56.23,56.54,53.68,54.17,281704
2021-04-08,53.51,54.34,52.88,54.0,160043
2021-04-09,54.48,54.54,52.51,52.75,204996
2021-04-12,52.75,53.64,51.38,51.66,201268
2021-04-13,51.67,53.05,51.67,51.85,158579
2021-04-14,52.84,54.18,52.84,54.16,298473
2021-04-15,53.34,53.39,51.68,52.34,249912
2021-04-16,52.31,52.64,50.62,52.28,234599
2021-04-19,52.18,56.18,51.9,55.86,507351
2021-04-20,55.51,55.51,53.77,54.26,375677
2021-04-21,53.51,54.04,52.9,53.37,230489
2021-04-22,53.84,54.44,52.92,53.41,197508
2021-04-23,52.9,54.3,52.6,53.59,228828
2021-04-26,53.84,54.84,52.93,53.01,319514
2021-04-27,52.51,52.98,51.64,52.16,255639
2021-04-28,52.13,53.36,51.5,52.34,218412
2021-04-29,51.51,52.15,51.24,51.49,275854
2021-04-30,51.01,51.24,49.41,50.03,359899
2021-05-06,49.51,49.51,47.18,47.18,423158
2021-05-07,46.55,47.16,44.97,45.16,377980
2021-05-10,45.16,46.63,44.32,46.18,260739
2021-05-11,45.08,46.76,44.17,46.03,269640
2021-05-12,46.6,48.84,46.6,48.42,384659
2021-05-13,47.43,47.51,46.7,46.84,212696
2021-05-14,46.48,48.54,45.95,48.35,300279
2021-05-17,48.99,50.8,48.66,50.44,363003
2021-05-18,50.51,51.11,49.47,50.08,194952
2021-05-19,50.48,55.18,50.47,54.77,596491
2021-05-20,53.84,56.36,53.54,54.82,499888
2021-05-21,55.18,56.51,53.88,54.91,334966
2021-05-24,54.48,55.68,53.84,55.0,271723
2021-05-25,55.51,56.51,54.74,56.02,331523
2021-05-26,56.51,58.7,55.84,55.9,345578
2021-05-27,56.84,57.07,55.34,56.33,234026
2021-05-28,56.33,58.84,55.87,57.74,371195
2021-05-31,55.6,56.88,53.9,56.74,437553
2021-06-01,56.75,60.81,56.75,60.33,513604
2021-06-02,60.51,61.13,58.91,59.34,294350
2021-06-03,59.38,59.68,57.24,58.48,250801
2021-06-04,57.71,61.18,57.35,60.31,319848
2021-06-07,60.84,61.47,59.51,60.63,254518
2021-06-08,61.84,65.71,61.59,64.78,559239
2021-06-09,64.81,65.01,62.85,64.51,316556
2021-06-10,64.53,69.19,64.18,68.55,441000
2021-06-11,68.61,73.83,67.87,72.85,540085
2021-06-15,74.36,76.44,72.13,74.62,518101
2021-06-16,72.51,74.4,67.4,67.51,618176
2021-06-17,67.5,74.54,67.45,74.54,519978
2021-06-18,75.84,81.28,75.39,78.84,571896
2021-06-21,78.47,80.36,74.55,78.04,430526
2021-06-22,78.18,79.51,75.84,76.47,316428
2021-06-23,74.84,80.44,74.68,78.28,394501
2021-06-24,78.51,81.13,77.24,78.81,312285
2021-06-25,79.51,80.06,76.51,78.84,296502
2021-06-28,78.84,82.18,78.35,81.72,347272
2021-06-29,82.98,83.71,80.51,81.61,306258
2021-06-30,80.51,82.68,79.18,80.84,285407
2021-07-01,80.84,81.34,75.71,76.04,422603
2021-07-02,74.84,78.34,73.47,76.86,374260
2021-07-05,75.86,80.51,75.7,80.36,324901
2021-07-06,82.18,84.18,77.51,80.68,517917
2021-07-07,78.51,83.38,77.47,82.21,386387
2021-07-08,81.51,84.36,80.88,81.16,393910
2021-07-09,80.8,82.17,77.8,80.12,364947
2021-07-12,81.61,88.15,81.01,86.0,560057
2021-07-13,86.01,87.09,83.92,85.54,277314
2021-07-14,84.18,84.18,78.84,78.94,612717
2021-07-15,76.84,78.36,73.84,75.98,551899
2021-07-16,75.76,75.76,70.85,71.48,562741
2021-07-19,70.51,74.51,68.61,71.83,372187
2021-07-20,70.51,73.66,70.21,73.01,246750
2021-07-21,74.24,78.84,73.85,77.59,471511
2021-07-22,79.28,80.32,77.23,80.16,374773
2021-07-23,79.66,84.51,78.87,83.4,460562
2021-07-26,80.7,83.76,77.51,80.03,404428
2021-07-27,79.18,83.14,76.24,76.75,377707
2021-07-28,73.84,77.54,71.84,76.01,332199
2021-07-29,79.49,82.94,78.12,82.91,428851
2021-07-30,82.91,86.61,81.22,85.41,457994
2021-08-02,89.18,94.24,88.28,94.24,622259
2021-08-03,96.84,96.84,88.85,90.54,489349
2021-08-04,91.51,99.87,91.18,99.87,534306
2021-08-05,97.51,99.26,95.47,97.0,368823
2021-08-06,101.56,102.99,96.73,98.39,453626
2021-08-09,95.56,96.36,91.56,95.08,341621
2021-08-10,95.08,98.0,91.23,94.56,331035
2021-08-11,93.56,96.84,92.61,95.56,263994
2021-08-12,94.89,101.69,93.68,100.22,382779
2021-08-13,98.23,101.39,96.56,97.23,246906
2021-08-16,96.23,96.23,92.23,92.36,305067
2021-08-17,91.71,94.06,89.89,90.66,272058
2021-08-18,92.36,93.26,89.96,91.78,221723
2021-08-19,91.78,96.79,90.08,95.13,361672
2021-08-20,93.56,95.09,91.23,92.26,247173
2021-08-23,91.06,95.37,89.08,93.83,295827
2021-08-24,94.82,97.89,93.91,96.64,274399
2021-08-25,96.49,97.16,94.23,95.96,179145
2021-08-26,96.23,96.82,91.39,91.39,263682
2021-08-27,90.89,95.9,90.56,93.28,262889
2021-08-30,89.71,93.23,88.55,91.22,419092
2021-08-31,92.85,92.85,86.08,89.56,329668
2021-09-01,89.56,89.88,83.09,85.99,287674
2021-09-02,86.23,87.89,84.79,86.23,165244
2021-09-03,86.23,87.56,80.69,81.93,287964
2021-09-06,83.89,90.23,83.56,89.76,397789
2021-09-07,89.76,90.93,88.32,89.21,207634
2021-09-08,89.86,90.32,86.76,87.09,182578
2021-09-09,87.89,90.42,85.83,87.8,216256
2021-09-10,87.8,88.07,84.77,85.76,238757
2021-09-13,86.67,87.89,83.62,84.35,213492
2021-09-14,84.36,89.23,82.91,86.97,354690
2021-09-15,86.52,87.23,83.89,84.28,218809
2021-09-16,84.28,85.48,80.74,80.89,220810
2021-09-17,81.56,82.89,80.72,82.27,139421
2021-09-22,79.89,81.04,78.57,79.63,163413
2021-09-23,81.84,83.07,80.19,80.53,149784
2021-09-24,80.88,83.06,79.56,81.15,158267
2021-09-27,81.89,83.06,79.49,81.39,179991
2021-09-28,81.19,81.83,79.32,79.51,162444
2021-09-29,78.23,78.85,75.56,75.89,245555
2021-09-30,76.63,80.46,76.29,80.4,225038
2021-10-08,83.22,83.89,80.56,81.56,194104
2021-10-11,81.59,84.93,79.89,82.48,211973
2021-10-12,82.23,84.86,81.56,82.9,211651
2021-10-13,82.9,88.43,82.0,87.63,321978
2021-10-14,87.56,89.22,86.61,88.21,177799
2021-10-15,88.89,93.06,87.56,91.67,287845
2021-10-18,91.98,93.44,90.57,92.53,216214
2021-10-19,93.23,95.53,91.89,92.16,193858
2021-10-20,92.56,95.56,92.31,94.09,217045
2021-10-21,94.23,94.76,91.9,92.9,180626
2021-10-22,94.63,97.56,93.56,97.23,336549
2021-10-25,98.26,103.44,97.97,103.01,335190
2021-10-26,107.39,108.34,103.15,103.56,313244
2021-10-27,101.56,106.14,100.99,104.47,219068
2021-10-28,103.76,105.16,99.03,99.89,298267
2021-10-29,98.94,101.81,95.15,101.0,347160
2021-11-01,97.7,100.03,95.17,97.89,284786
2021-11-02,100.56,103.83,99.77,101.85,290087
2021-11-03,101.6,101.84,97.18,98.23,197248
2021-11-04,100.94,106.89,100.24,105.56,349964
2021-11-05,105.23,106.23,101.56,101.89,194183
2021-11-08,99.92,103.76,99.56,102.23,169849
2021-11-09,102.24,107.22,102.24,104.12,203305
2021-11-10,101.89,102.43,97.75,100.65,274879
2021-11-11,101.56,102.89,99.91,101.22,138852
2021-11-12,102.49,102.81,99.06,99.49,148884
2021-11-15,99.49,99.49,94.04,95.54,225372
2021-11-16,95.23,96.46,93.23,95.06,151808
2021-11-17,97.23,98.31,95.23,96.18,163378
2021-11-18,95.49,96.85,93.89,95.69,129097
2021-11-19,95.8,97.23,93.23,96.17,175159
2021-11-22,96.69,101.06,96.63,100.89,287020
2021-11-23,99.85,100.47,98.55,100.05,150363
2021-11-24,99.04,100.43,97.56,98.29,141938
2021-11-25,98.29,98.72,94.33,96.56,170971
2021-11-26,95.56,98.82,95.24,96.45,122494
2021-11-29,94.49,99.58,93.87,98.71,200157
2021-11-30,99.56,99.89,98.23,98.79,131788
2021-12-01,98.96,99.73,97.35,99.0,108279
2021-12-02,98.89,101.91,98.26,100.16,180072
2021-12-03,99.56,100.49,96.85,99.53,210327
2021-12-06,97.56,101.06,97.51,97.81,178801
2021-12-07,99.23,99.34,94.25,95.49,227679
2021-12-08,95.9,97.56,95.39,97.49,154382
2021-12-09,97.23,97.44,96.24,97.06,112957
2021-12-10,95.89,97.9,94.83,97.7,144873
2021-12-13,98.22,98.23,96.56,96.69,142941
2021-12-14,95.73,96.25,94.46,95.03,157111
2021-12-15,95.03,95.73,94.46,95.01,98150
2021-12-16,94.89,95.06,90.23,92.63,278665
2021-12-17,91.89,92.52,90.1,90.22,151118
2021-12-20,90.3,91.05,86.65,87.39,217845
2021-12-21,87.39,89.49,87.03,89.3,149653
2021-12-22,90.56,92.29,89.56,90.3,144442
2021-12-23,91.24,92.19,89.61,90.56,123021
2021-12-24,91.22,91.23,85.55,87.23,209969
2021-12-27,86.89,87.74,85.89,86.24,107190
2021-12-28,86.61,87.56,85.96,87.51,118543
2021-12-29,87.94,87.97,84.89,86.89,141603
2021-12-30,86.56,88.22,85.89,86.27,117327
2021-12-31,88.23,88.62,86.23,86.6,116292
2022-01-04,89.23,90.38,85.63,87.56,244661
2022-01-05,85.41,86.05,81.13,81.65,301709
2022-01-06,80.56,82.07,79.86,80.57,175908
2022-01-07,81.16,81.55,78.89,79.39,161934
2022-01-10,78.89,80.38,76.9,79.33,162142
2022-01-11,79.32,79.32,76.49,76.92,212441
2022-01-12,79.23,82.56,78.66,82.56,323602
2022-01-13,83.14,83.41,80.1,82.33,217104
2022-01-14,80.83,82.99,80.56,81.61,149548
2022-01-17,81.57,86.39,81.57,86.06,241145
2022-01-18,86.03,86.88,84.66,85.92,125054
2022-01-19,85.88,86.52,80.66,81.55,231882
2022-01-20,81.26,81.8,79.56,80.92,149986
2022-01-21,80.92,82.47,79.34,80.69,112394
2022-01-24,79.25,81.52,78.65,81.03,108377
2022-01-25,79.89,80.89,77.23,77.33,172772
2022-01-26,78.89,81.02,78.0,80.39,174446
2022-01-27,79.56,80.33,77.56,77.65,132650
2022-01-28,77.22,77.89,70.48,72.83,324373
2022-02-07,77.49,80.32,76.56,78.69,251125
2022-02-08,78.23,78.23,74.11,76.22,199040
2022-02-09,76.91,79.36,75.57,78.95,199929
2022-02-10,79.48,79.89,76.59,77.27,146285
2022-02-11,75.91,77.27,73.39,73.96,199439
2022-02-14,73.96,75.56,72.23,74.55,133199
2022-02-15,74.62,77.21,74.62,76.66,158524
2022-02-16,77.89,78.89,77.36,77.43,128725
2022-02-17,77.97,80.14,76.89,79.03,191064
2022-02-18,77.56,79.02,77.23,78.21,99105
2022-02-21,77.56,79.16,77.11,77.86,109538
2022-02-22,76.89,76.89,75.33,76.38,125452
2022-02-23,77.86,81.4,76.9,81.23,291149
2022-02-24,79.93,81.15,77.75,78.85,238220
2022-02-25,80.53,81.35,79.84,79.84,146014
2022-02-28,79.53,80.62,79.23,80.43,118291
2022-03-01,82.23,82.76,80.31,81.15,176520
2022-03-02,80.23,80.35,78.55,80.09,121242
2022-03-03,80.4,80.85,78.56,78.96,99633
2022-03-04,76.33,77.85,73.89,75.16,291706
2022-03-07,72.86,73.12,70.57,71.76,236129
2022-03-08,70.92,72.39,67.23,69.29,291499
2022-03-09,69.56,71.76,67.23,71.76,251135
2022-03-10,74.86,75.04,73.56,73.59,248343
2022-03-11,71.23,74.49,70.57,73.84,186116
2022-03-14,72.23,72.23,70.23,70.23,150841
2022-03-15,67.6,71.23,67.04,68.16,198204
2022-03-16,70.89,73.89,68.63,73.7,333766
2022-03-17,77.35,77.52,75.45,75.53,315844
2022-03-18,75.53,76.85,74.58,75.39,150549
2022-03-21,77.23,80.18,76.62,79.02,279178
2022-03-22,78.89,79.69,77.9,78.83,115079
