Date,NINGDE_Close,BYD_Close,spread,spread_rm,spread_rstd,zscore,dataset
2020-04-15,57.3,17.2,40.099999999999994,37.062,1.9589137698977417,-1.6387751335448164,train
2020-04-16,60.05,17.16,42.89,37.3635,2.3509936868885277,-1.5869980342756895,train
2020-04-17,62.27,16.76,45.510000000000005,37.848,2.940681267289896,-1.5383758120229614,train
2020-04-20,60.92,16.78,44.14,38.260000000000005,3.217584906662011,-1.5638004091551132,train
2020-04-21,58.7,16.95,41.75,38.713,3.02407201947103,-1.6081542683856553,train
2020-04-22,58.88,16.97,41.910000000000004,39.0865,2.9283321550887185,-1.6051849723702216,train
2020-04-23,58.36,16.57,41.79,39.234,2.988931159074165,-1.607411944381797,train
2020-04-24,59.35,16.73,42.620000000000005,39.495000000000005,3.04768678456995,-1.592008721301734,train
2020-04-27,60.58,16.15,44.43,39.8805,3.163616310157561,-1.5584185601271394,train
2020-04-28,63.02,16.15,46.870000000000005,40.3955,3.423987326280065,-1.513136795891774,train
2020-04-29,63.26,16.49,46.769999999999996,40.938,3.5352966078199626,-1.5149926059014205,train
2020-04-30,66.4,17.14,49.260000000000005,41.557,3.8565953078358146,-1.468782936661232,train
2020-05-06,67.18,17.88,49.30000000000001,42.08,4.165614884794467,-1.4680406126573735,train
2020-05-07,65.75,17.19,48.56,42.612,4.2841133701643805,-1.4817736067287548,train
2020-05-08,66.23,17.08,49.150000000000006,43.0925,4.4568668189778124,-1.4708243276718427,train
2020-05-11,62.65,16.78,45.87,43.44,4.384777495405058,-1.5316948959882353,train
2020-05-12,63.41,16.87,46.53999999999999,43.904,4.1827394699747105,-1.5192609689236065,train
2020-05-13,63.0,16.82,46.18,44.3805,3.841802585410039,-1.5259418849583324,train
2020-05-14,61.52,16.39,45.13,44.929500000000004,2.9938541872871727,-1.5454278900596168,train
2020-05-15,67.01,16.48,50.53,45.464999999999996,2.9896620122295623,-1.4452141495387265,train
2020-05-18,64.97,16.22,48.75,45.8975,2.7918148690695777,-1.4782475677104274,train
2020-05-19,65.78,16.56,49.22,46.214,2.791725367280219,-1.4695252606650906,train
2020-05-20,69.13,16.83,52.3,46.5535,3.097702501770266,-1.4123663123679904,train
2020-05-21,68.11,16.21,51.9,46.941500000000005,3.261164265783178,-1.4197895524065747,train
2020-05-22,65.53,15.83,49.7,47.339,3.0742237359937636,-1.4606173726187892,train
2020-05-25,66.36,16.0,50.36,47.7615,2.862171194629788,-1.448369026555125,train
2020-05-26,69.54,16.59,52.95,48.319500000000005,2.7210958995847485,-1.4003035473052905,train
2020-05-27,70.36,16.26,54.099999999999994,48.8935,2.6657995245823063,-1.3789617321943604,train
2020-05-28,68.32,16.32,51.99999999999999,49.272000000000006,2.5327904312084617,-1.4179337423969287,train
2020-05-29,67.04,16.29,50.75000000000001,49.466,2.4873118019259466,-1.441131367517505,train
2020-06-01,70.05,16.93,53.12,49.783500000000004,2.5299766485296584,-1.397148670288892,train
2020-06-02,69.22,17.49,51.730000000000004,49.907,2.5631458877920634,-1.422944429422973,train
2020-06-03,68.69,17.13,51.56,50.019999999999996,2.5847039940469414,-1.4260993064393714,train
2020-06-04,69.65,17.19,52.46000000000001,50.215,2.6156884974686077,-1.4093970163525564,train
2020-06-05,70.31,18.22,52.09,50.362,2.6352261462928324,-1.416263513388247,train
2020-06-08,70.42,18.09,52.33,50.685,2.444675201761038,-1.4118095693650965,train
2020-06-09,71.85,17.82,54.029999999999994,51.0595,2.348070820683965,-1.3802607992011124,train
2020-06-10,73.36,17.51,55.849999999999994,51.54299999999999,2.285183627310159,-1.3464850570255533,train
2020-06-11,77.41,18.1,59.309999999999995,52.251999999999995,2.3881871565555617,-1.2822740306917977,train
2020-06-12,74.81,17.65,57.160000000000004,52.5835,2.5883408117739894,-1.3221739458991892,train
2020-06-15,73.92,17.99,55.93000000000001,52.94250000000001,2.5258284206427035,-1.3450004090178362,train
2020-06-16,75.2,18.52,56.68000000000001,53.3155,2.4978484952581206,-1.3310818339454904,train
2020-06-17,73.98,18.53,55.45,53.473,2.5295560251179703,-1.3539082970641376,train
2020-06-18,74.62,19.4,55.220000000000006,53.638999999999996,2.529832322298747,-1.3581766600863237,train
2020-06-19,78.48,19.49,58.99000000000001,54.10350000000001,2.6197956428940077,-1.2882126227226651,train
2020-06-22,77.98,19.82,58.160000000000004,54.4935,2.613755666509524,-1.303615845802728,train
2020-06-23,80.14,20.83,59.31,54.8115,2.7965811364292117,-1.2822740306917977,train
2020-06-24,81.59,21.06,60.53,55.133,3.067007971091201,-1.259633148574115,train
2020-06-29,81.33,20.69,60.64,55.565,3.2077463805770847,-1.2575917575635043,train
2020-06-30,83.18,21.09,62.09,56.132000000000005,3.312374883436533,-1.2306825124236356,train
2020-07-01,80.42,21.31,59.11,56.43150000000001,3.296465850765527,-1.2859856507110898,train
2020-07-02,79.2,21.2,58.0,56.745000000000005,3.1191893346289983,-1.3065851418181618,train
2020-07-03,79.42,23.61,55.81,56.9575,2.883203399364221,-1.3472273810294115,train
2020-07-06,85.09,24.12,60.97,57.383,2.811592730857489,-1.2514675845316723,train
2020-07-07,94.97,24.82,70.15,58.286,3.7617764560461744,-1.0811042256461587,train
2020-07-08,96.07,24.74,71.33,59.236000000000004,4.50432704244078,-1.0592056675323347,train
2020-07-09,100.21,25.31,74.89999999999999,60.279500000000006,5.534441896457427,-0.9929532501879687,train
2020-07-10,99.59,26.82,72.77000000000001,61.12550000000001,6.087297797355105,-1.0324820033934305,train
2020-07-13,110.82,29.79,81.03,62.2115,7.5161365180453465,-0.8791920965966616,train
2020-07-14,106.28,29.34,76.94,63.20050000000001,8.09549093144157,-0.9550947259911878,train
2020-07-15,101.33,28.66,72.67,64.0375,8.169269680042595,-1.0343378134030767,train
2020-07-16,95.63,25.51,70.11999999999999,64.7095,8.08453590439635,-1.0816609686490528,train
2020-07-17,95.03,24.35,70.68,65.471,7.8811753732015095,-1.0712684325950343,train
2020-07-20,100.37,26.21,74.16,66.41799999999999,7.72087096259565,-1.0066862442593498,train
2020-07-21,101.31,26.52,74.79,67.208,7.729159823612617,-0.994994641198579,train
2020-07-22,101.81,26.22,75.59,68.07950000000001,7.637372429807189,-0.9801481611214102,train
2020-07-23,104.92,26.82,78.1,69.019,7.657513613232566,-0.9335673298792929,train
2020-07-24,96.69,24.82,71.87,69.586,7.411754817429144,-1.0491842934802456,train
2020-07-27,92.59,25.0,67.59,69.93350000000001,7.127729597180734,-1.1286129618930993,train
2020-07-28,96.05,25.13,70.92,70.375,6.885684233859474,-1.0668144885718838,train
2020-07-29,99.75,26.13,73.62,71.1005,6.382307349639548,-1.0167076183114387,train
2020-07-30,100.4,25.49,74.91000000000001,71.946,5.631373021321082,-0.9927676691870037,train
2020-07-31,104.18,25.62,78.56,73.0835,4.353046452893921,-0.9250306038349206,train
2020-08-03,106.09,25.88,80.21000000000001,74.0455,3.595117266222952,-0.8944097386757597,train
2020-08-04,103.36,26.82,76.53999999999999,74.365,3.5137212243012237,-0.9625179660297724,train
2020-08-05,103.17,26.54,76.63,74.63000000000001,3.4723948962911866,-0.9608477370210908,train
2020-08-06,103.81,26.73,77.08,74.739,3.5152673028556327,-0.9524965919776832,train
2020-08-07,99.81,25.62,74.19,74.81,3.487636811125176,-1.006129501256456,train
2020-08-10,97.8,24.48,73.32,74.4245,3.1761288502961955,-1.0222750483403773,train
2020-08-11,96.55,24.16,72.39,74.19699999999999,3.1493058550132433,-1.039534081430086,train
2020-08-12,95.05,24.48,70.57,74.09200000000001,3.236691943457357,-1.0733098236056453,train
2020-08-13,95.2,24.42,70.78,74.125,3.197187086042596,-1.0694126225853884,train
2020-08-14,97.63,24.47,73.16,74.249,3.1032561846177096,-1.025244344355811,train
2020-08-17,95.55,24.8,70.75,74.07849999999999,3.200554680544851,-1.0699693655882823,train
2020-08-18,97.02,24.57,72.44999999999999,73.9615,3.215909914619351,-1.0384205954242984,train
2020-08-19,91.97,23.73,68.24,73.594,3.4326748815034853,-1.1165501968303997,train
2020-08-20,90.99,23.36,67.63,73.07050000000001,3.5068811679775433,-1.1278706378892411,train
2020-08-21,93.11,23.7,69.41,72.94749999999999,3.593280095136618,-1.0948372197175402,train
2020-08-24,98.54,24.32,74.22,73.279,3.3720225072608017,-1.005572758253562,train
2020-08-25,97.38,24.26,73.11999999999999,73.389,3.3265960158443213,-1.0259866683596695,train
2020-08-26,94.31,24.98,69.33,73.1745,3.4470467527710182,-1.096321867725257,train
2020-08-27,100.17,25.65,74.52000000000001,73.155,3.437803000999906,-1.0000053282246235,train
2020-08-28,102.03,25.64,76.39,73.04650000000001,3.289273276000382,-0.9653016810442414,train
2020-08-31,100.95,25.51,75.44,72.80799999999999,2.891389394664565,-0.9829318761358795,train
2020-09-01,105.34,28.34,77.0,72.83099999999999,2.9242811082383606,-0.9539812399854001,train
2020-09-02,103.71,28.61,75.1,72.7545,2.8384196399812622,-0.9892416301686764,train
2020-09-03,102.92,28.04,74.88,72.6445,2.701283272037433,-0.9933244121898978,train
2020-09-04,99.79,27.18,72.61000000000001,72.5655,2.67669764134048,-1.0354512994088643,train
2020-09-07,89.87,28.76,61.11,71.955,3.6944802355035202,-1.2488694505181677,train
2020-09-08,90.15,27.51,62.64,71.4675,4.237435762593354,-1.220475557370582,train
2020-09-09,88.71,25.84,62.86999999999999,71.0825,4.65272062459441,-1.216207194348396,train
2020-09-10,89.07,26.21,62.85999999999999,70.6865,5.003630550331473,-1.2163927753493609,train
2020-09-11,90.37,27.58,62.790000000000006,70.168,5.264327417429,-1.2176918423561127,train
2020-09-14,93.41,28.01,65.39999999999999,69.9005,5.3681011785507415,-1.1692552011043496,train
2020-09-15,94.48,30.94,63.540000000000006,69.455,5.51314362515425,-1.2037732672837669,train
2020-09-16,93.12,32.31,60.81,69.0835,5.839970507315582,-1.254436880547106,train
2020-09-17,96.53,35.82,60.71,68.7375,6.128485581798805,-1.256292690556752,train
2020-09-18,96.33,35.68,60.65,68.2995,6.385538327881385,-1.2574061765625397,train
2020-09-21,96.27,32.43,63.839999999999996,67.78049999999999,6.300269396913464,-1.1982058372548285,train
2020-09-22,97.7,32.77,64.93,67.371,6.200321638516248,-1.177977508149686,train
2020-09-23,95.76,33.98,61.78000000000001,66.9935,6.303746818152568,-1.2364355234535387,train
2020-09-24,92.32,32.64,59.67999999999999,66.2515,6.244302898179331,-1.2754075336561073,train
2020-09-25,92.7,32.21,60.49,65.45649999999999,5.8875437421551124,-1.2603754725779734,train
2020-09-28,93.48,32.64,60.84,64.7265,5.475226767714298,-1.2538801375442121,train
2020-09-29,100.2,33.14,67.06,64.2295,4.698545659647243,-1.1384487549442237,train
2020-09-30,102.53,35.92,66.61,63.80499999999999,3.995690441621282,-1.1467998999876314,train
2020-10-09,111.24,37.29,73.94999999999999,63.758500000000005,3.8632373593577385,-1.0105834452796068,train
2020-10-12,116.75,40.01,76.74000000000001,63.964999999999996,4.430070095679307,-0.9588063460104798,train
2020-10-13,117.24,40.27,76.97,64.75800000000001,5.237953196069138,-0.954537982988294,train
2020-10-14,118.15,40.68,77.47,65.4995,5.926743558694487,-0.9452589329400634,train
2020-10-15,118.87,41.03,77.84,66.248,6.495213298227694,-0.9383924359043726,train
2020-10-16,113.03,39.78,73.25,66.7675,6.6241979653548,-1.0235741153471294,train
2020-10-19,113.76,39.87,73.89000000000001,67.3225,6.737440459652949,-1.011696931285394,train
2020-10-20,120.53,43.84,76.69,67.887,7.034313717320565,-0.9597342510153031,train
2020-10-21,115.38,43.01,72.37,68.3285,7.02421471542699,-1.039905243432015,train
2020-10-22,115.13,45.11,70.02,68.789,6.803808453629789,-1.083516778658699,train
2020-10-23,111.31,43.4,67.91,69.149,6.539172569579181,-1.122674369862232,train
2020-10-26,115.84,43.83,72.01,69.71700000000001,6.249019375701649,-1.0465861594667412,train
2020-10-27,118.1,43.94,74.16,70.233,6.163690879915842,-1.0066862442593498,train
2020-10-28,119.79,47.71,72.08000000000001,70.5905,6.046156216969573,-1.0452870924599886,train
2020-10-29,119.65,49.97,69.68,70.9855,5.687695375475932,-1.0898265326914955,train
2020-10-30,123.63,50.45,73.17999999999999,71.6605,5.039510706199009,-1.0248731823538817,train
2020-11-02,130.83,53.17,77.66000000000001,72.519,4.466307670831234,-0.9417328939217355,train
2020-11-03,128.55,51.87,76.68,73.311,3.608322106055962,-0.9599198320162675,train
2020-11-04,128.28,53.19,75.09,73.7125,3.3106333866878224,-0.9894272111696408,train
2020-11-05,135.48,58.79,76.69,74.21650000000001,2.916245378095359,-0.9597342510153031,train
2020-11-06,132.7,60.66,72.03999999999999,74.12100000000001,2.9564290337463444,-1.0460294164638475,train
2020-11-09,134.33,60.83,73.50000000000001,73.959,2.893464323172673,-1.0189345903230138,train
2020-11-10,134.05,58.04,76.01000000000002,73.911,2.8484989583619114,-0.9723537590808963,train
2020-11-11,125.67,51.96,73.71000000000001,73.723,2.7225377093709477,-1.015037389302757,train
2020-11-12,127.56,53.62,73.94,73.528,2.5460900881236626,-1.0107690262805713,train
2020-11-13,126.98,55.81,71.17,73.424,2.5999542506095414,-1.0621749635477684,train
2020-11-16,127.92,53.85,74.07,73.43299999999999,2.601963024131363,-1.0083564732680312,train
2020-11-17,125.58,52.84,72.74,73.2355,2.4891987190976494,-1.0330387463963246,train
2020-11-18,119.92,52.84,67.08,72.971,2.8420524459029037,-1.1380775929422946,train
2020-11-19,120.81,51.05,69.76,72.958,2.856817515311224,-1.0883418846837787,train
2020-11-20,126.36,55.86,70.5,73.0875,2.668439076550682,-1.0746088906123974,train
2020-11-23,126.87,58.58,68.29,72.9015,2.8695667653937162,-1.1156222918255765,train
2020-11-24,127.81,58.57,69.24000000000001,72.6555,2.965293053769964,-1.0979920967339383,train
2020-11-25,123.1,58.35,64.75,72.289,3.453035125646276,-1.181317966167049,train
2020-11-26,122.61,55.78,66.83,72.1465,3.621087761839945,-1.14271711796641,train
2020-11-27,120.76,55.21,65.55000000000001,71.76500000000001,3.897827330030996,-1.16647148608988,train
2020-11-30,121.2,54.56,66.64,71.214,3.7982730147708774,-1.1462431569847376,train
2020-12-01,123.07,56.11,66.96,70.728,3.6821484003371125,-1.1403045649538701,train
2020-12-02,121.7,53.76,67.94,70.3705,3.5820891801763968,-1.122117626859338,train
2020-12-03,122.97,54.21,68.75999999999999,69.974,3.2711601032436013,-1.10689998478024,train
2020-12-04,125.05,54.46,70.59,69.9015,3.2388696452539496,-1.072938661603716,train
2020-12-07,131.57,55.61,75.96,70.0245,3.424131814666394,-0.9732816640857198,train
2020-12-08,134.11,56.5,77.61000000000001,70.1045,3.5861905826011076,-0.9426607989265585,train
2020-12-09,134.09,54.92,79.17,70.3775,4.052598743886119,-0.9137101627760794,train
2020-12-10,133.43,53.68,79.75,70.66799999999999,4.504454637239374,-0.902946464720132,train
2020-12-11,134.4,52.84,81.56,71.1875,5.12218176684813,-0.8693563035455373,train
2020-12-14,134.09,53.91,80.18,71.493,5.4733219971248115,-0.8949664816786536,train
2020-12-15,141.03,55.41,85.62,72.13700000000001,6.320019237145916,-0.794010417153905,train
2020-12-16,145.23,54.47,90.75999999999999,73.321,7.4414061348079485,-0.6986217826580949,train
2020-12-17,144.54,54.44,90.1,74.338,8.272606411651926,-0.7108701287217593,train
2020-12-18,147.42,55.84,91.57999999999998,75.392,9.063002639418372,-0.6834041405789969,train
2020-12-21,166.87,61.71,105.16,77.2355,11.069987626579826,-0.4313851412690544,train
2020-12-22,160.56,58.51,102.05000000000001,78.876,12.196536350430277,-0.4891008325690483,train
2020-12-23,162.98,59.44,103.53999999999999,80.8155,12.89612405051666,-0.46144926342532155,train
2020-12-24,159.09,58.18,100.91,82.51950000000001,13.198908836478962,-0.5102570666790143,train
2020-12-25,160.08,58.92,101.16000000000001,84.3,13.191132188749025,-0.5056175416548987,train
2020-12-28,162.3,59.82,102.48000000000002,86.09200000000001,13.099869264112519,-0.48112084952756984,train
2020-12-29,157.42,56.71,100.70999999999998,87.7795,12.672440663440431,-0.5139686866983068,train
2020-12-30,175.2,59.18,116.01999999999998,90.1835,13.257689040108295,-0.22984417422148667,train
2020-12-31,181.37,61.94,119.43,92.717,13.779425967724368,-0.1665610528925537,train
2021-01-04,210.81,66.1,144.71,96.423,17.085786983399426,0.30258771754598396,train
2021-01-05,209.65,70.48,139.17000000000002,99.5835,18.855900451638494,0.19977584301158938,train
2021-01-06,212.3,69.28,143.02,102.854,20.449329007136157,0.2712245283829647,train
2021-01-07,215.88,72.19,143.69,106.08,21.574633740868602,0.2836584554475934,train
2021-01-08,211.03,73.01,138.01999999999998,108.9935,21.7654441900336,0.17843402790065843,train
2021-01-11,202.98,75.46,127.52,111.2915,21.133628546142027,-0.016426023112183285,train
2021-01-12,209.18,76.17,133.01,113.93299999999999,20.326534667250595,0.08545794641738828,train
2021-01-13,200.2,76.94,123.25999999999999,115.81499999999998,19.28282669276345,-0.09548352952310785,train
2021-01-14,191.32,71.83,119.49,117.25150000000001,18.36644918121922,-0.16544756688676626,train
2021-01-15,197.73,72.24,125.49,119.021,17.285906915598297,-0.05409896630799942,train
2021-01-18,199.59,71.07,128.52,120.86799999999998,16.13470160212037,0.002132076984278122,train
2021-01-19,189.71,69.24,120.47000000000001,121.6335,15.707759823864203,-0.147260628792234,train
2021-01-20,203.76,71.18,132.57999999999998,123.16,15.179017720108243,0.07747796337590987,train
2021-01-21,203.7,75.68,128.01999999999998,124.38399999999999,14.4847663716781,-0.007146973063952977,train
2021-01-22,212.98,78.15,134.82999999999998,126.08,13.547038130353602,0.11923368859294745,train
2021-01-25,206.84,83.84,123.0,127.172,12.25078583945543,-0.10030863554818757,train
2021-01-26,200.48,81.92,118.55999999999999,127.976,11.009796307690404,-0.18270659997647526,train
2021-01-27,203.27,82.84,120.43,128.962,9.168481823473252,-0.14800295279609257,train
2021-01-28,191.81,78.63,113.18,128.82,9.398580519922392,-0.28254917849543587,train
2021-01-29,183.04,79.51,103.52999999999999,128.025,10.802301168098715,-0.4616348444262862,train
2021-02-01,180.94,79.47,101.47,125.86300000000001,11.585831683114721,-0.499864530624996,train
2021-02-02,190.65,86.34,104.31,124.12,12.089780373260528,-0.4471595263510463,train
2021-02-03,197.97,84.84,113.13,122.62550000000002,11.461589159127234,-0.28347708350025913,train
2021-02-04,202.15,83.81,118.34,121.35799999999999,10.358098077806808,-0.18678938199769643,train
2021-02-05,193.78,80.18,113.6,120.13700000000001,9.70962956635221,-0.2747547764549224,train
2021-02-08,210.76,80.58,130.18,120.27000000000001,9.833510376044812,0.032938523144403556,train
2021-02-09,214.2,82.84,131.35999999999999,120.1875,9.727348789555956,0.054837081258227297,train
2021-02-10,215.57,86.16,129.41,120.495,9.924791128651519,0.018648786070128286,train
2021-02-18,206.87,83.51,123.36,120.6885,9.941877020170889,-0.09362771951346156,train
2021-02-19,201.59,82.96,118.63000000000001,120.34549999999999,9.885682083859939,-0.1814075329697226,train
2021-02-22,194.65,77.02,117.63000000000001,119.801,9.71008531590206,-0.19996563306618373,train
2021-02-23,195.5,72.18,123.32,119.9435,9.74128235100989,-0.09437004351732013,train
2021-02-24,179.09,66.84,112.25,118.92699999999999,9.408289793692418,-0.2998082115851448,train
2021-02-25,173.59,66.93,106.66,117.859,9.53328402023763,-0.4035479911243627,train
2021-02-26,165.33,62.93,102.4,116.2375,9.24851958281304,-0.482605497535287,train
2021-03-01,177.76,67.48,110.27999999999999,115.60149999999999,9.196216770755735,-0.33636766877517355,train
2021-03-02,180.53,67.64,112.89,115.31800000000001,9.187605266134804,-0.2879310275234097,train
2021-03-03,180.55,67.09,113.46000000000001,114.96950000000001,9.115401353867943,-0.2773529104684267,train
2021-03-04,167.18,63.34,103.84,114.50249999999998,9.445193639874685,-0.455881833396383,train
2021-03-05,164.09,62.63,101.46000000000001,114.399,9.582107174036887,-0.5000501116259604,train
2021-03-08,155.76,56.09,99.66999999999999,114.309,9.717431921957935,-0.5332691107986263,train
2021-03-09,152.98,54.07,98.91,114.03899999999999,10.07820049726886,-0.5473732668719365,train
2021-03-10,161.03,56.24,104.78999999999999,113.622,10.288144224248601,-0.4382516383047451,train
2021-03-11,170.36,58.17,112.19000000000001,113.3145,10.231458956004934,-0.3009216975909323,train
2021-03-12,176.01,57.74,118.26999999999998,113.54799999999997,10.291430569065081,-0.1880884490044491,train
2021-03-15,159.81,55.26,104.55000000000001,112.2665,9.689530581753147,-0.4427055823278954,train
2021-03-16,165.76,56.0,109.75999999999999,111.1865,8.590833104015315,-0.34601788082533325,train
2021-03-17,171.31,56.14,115.17,110.47449999999999,7.524973491822047,-0.24561855930347828,train
2021-03-18,172.87,56.69,116.18,110.1155,7.03307335305602,-0.22687487820605243,train
2021-03-19,162.15,54.23,107.92000000000002,109.58000000000001,6.752802926815952,-0.3801647850028213,train
2021-03-22,157.31,55.11,102.2,108.80850000000001,6.665560563941496,-0.48631711755457924,train
2021-03-23,155.15,53.5,101.65,107.725,5.899800621073084,-0.4965240726076328,train
2021-03-24,146.75,51.42,95.33,106.87899999999999,6.408018742990669,-0.6138112652172674,train
2021-03-25,148.28,50.91,97.37,106.4145,6.752189878690334,-0.5759527410204865,train
2021-03-26,160.55,54.17,106.38000000000001,106.6135,6.685972176681702,-0.4087442591513716,train
2021-03-29,159.42,53.21,106.20999999999998,106.41,6.630208379673161,-0.4118991361677705,train
2021-03-30,163.52,53.51,110.01000000000002,106.26599999999999,6.512289919835686,-0.34137835580121745,train
2021-03-31,165.3,52.01,113.29000000000002,106.25750000000001,6.502509535798574,-0.28050778748482486,train
