Date,NINGDE_Close,BYD_Close
2020-12-18,147.42,55.84
2020-12-21,166.87,61.71
2020-12-22,160.56,58.51
2020-12-23,162.98,59.44
2020-12-24,159.09,58.18
2020-12-25,160.08,58.92
2020-12-28,162.3,59.82
2020-12-29,157.42,56.71
2020-12-30,175.2,59.18
2020-12-31,181.37,61.94
2021-01-04,210.81,66.1
2021-01-05,209.65,70.48
2021-01-06,212.3,69.28
2021-01-07,215.88,72.19
2021-01-08,211.03,73.01
2021-01-11,202.98,75.46
2021-01-12,209.18,76.17
2021-01-13,200.2,76.94
2021-01-14,191.32,71.83
2021-01-15,197.73,72.24
2021-01-18,199.59,71.07
2021-01-19,189.71,69.24
2021-01-20,203.76,71.18
2021-01-21,203.7,75.68
2021-01-22,212.98,78.15
2021-01-25,206.84,83.84
2021-01-26,200.48,81.92
2021-01-27,203.27,82.84
2021-01-28,191.81,78.63
2021-01-29,183.04,79.51
2021-02-01,180.94,79.47
2021-02-02,190.65,86.34
2021-02-03,197.97,84.84
2021-02-04,202.15,83.81
2021-02-05,193.78,80.18
2021-02-08,210.76,80.58
2021-02-09,214.2,82.84
2021-02-10,215.57,86.16
2021-02-18,206.87,83.51
2021-02-19,201.59,82.96
2021-02-22,194.65,77.02
2021-02-23,195.5,72.18
2021-02-24,179.09,66.84
2021-02-25,173.59,66.93
2021-02-26,165.33,62.93
2021-03-01,177.76,67.48
2021-03-02,180.53,67.64
2021-03-03,180.55,67.09
2021-03-04,167.18,63.34
2021-03-05,164.09,62.63
2021-03-08,155.76,56.09
2021-03-09,152.98,54.07
2021-03-10,161.03,56.24
2021-03-11,170.36,58.17
2021-03-12,176.01,57.74
2021-03-15,159.81,55.26
2021-03-16,165.76,56.0
2021-03-17,171.31,56.14
2021-03-18,172.87,56.69
2021-03-19,162.15,54.23
2021-03-22,157.31,55.11
2021-03-23,155.15,53.5
2021-03-24,146.75,51.42
2021-03-25,148.28,50.91
2021-03-26,160.55,54.17
2021-03-29,159.42,53.21
2021-03-30,163.52,53.51
2021-03-31,165.3,52.01
2021-04-01,169.64,53.53
2021-04-02,170.98,55.8
2021-04-06,167.31,55.87
2021-04-07,164.09,54.17
2021-04-08,164.01,54.0
2021-04-09,159.65,52.75
2021-04-12,161.32,51.66
2021-04-13,166.73,51.85
2021-04-14,178.53,54.16
2021-04-15,173.53,52.34
2021-04-16,171.78,52.28
2021-04-19,188.53,55.86
2021-04-20,185.76,54.26
2021-04-21,183.92,53.37
2021-04-22,187.62,53.41
2021-04-23,192.7,53.59
2021-04-26,180.2,53.01
2021-04-27,179.98,52.16
2021-04-28,190.22,52.34
2021-04-29,197.42,51.49
2021-04-30,201.96,50.03
2021-05-06,199.65,47.18
2021-05-07,190.36,45.16
2021-05-10,190.87,46.18
2021-05-11,189.98,46.03
2021-05-12,187.15,48.42
2021-05-13,181.37,46.84
2021-05-14,185.76,48.35
2021-05-17,193.63,50.44
2021-05-18,191.37,50.08
2021-05-19,194.67,54.77
2021-05-20,196.17,54.82
2021-05-21,194.96,54.91
2021-05-24,201.85,55.0
2021-05-25,206.05,56.02
2021-05-26,200.43,55.9
2021-05-27,199.65,56.33
2021-05-28,213.87,57.74
2021-05-31,227.48,56.74
2021-06-01,222.61,60.33
2021-06-02,222.15,59.34
2021-06-03,216.75,58.48
2021-06-04,226.43,60.31
2021-06-07,212.7,60.63
2021-06-08,213.86,64.78
2021-06-09,213.74,64.51
2021-06-10,227.77,68.55
2021-06-11,237.41,72.85
2021-06-15,233.53,74.62
2021-06-16,219.75,67.51
2021-06-17,227.71,74.54
2021-06-18,236.31,78.84
2021-06-21,237.87,78.04
2021-06-22,236.44,76.47
2021-06-23,246.56,78.28
2021-06-24,245.92,78.81
2021-06-25,250.88,78.84
2021-06-28,260.7,81.72
2021-06-29,268.82,81.61
2021-06-30,283.42,80.84
2021-07-01,280.48,76.04
2021-07-02,274.97,76.86
2021-07-05,274.93,80.36
2021-07-06,272.68,80.68
2021-07-07,287.83,82.21
2021-07-08,297.09,81.16
2021-07-09,289.71,80.12
2021-07-12,300.77,86.0
