Date,spread_ma5,spread_ma20,spread_std,bollinger_high,bollinger_low,zscore,price_ratio,volume_ratio,price_spread
2020-01-02,-0.8300000000000001,-0.8300000000000001,0.0,-0.8300000000000001,-0.8300000000000001,0.0,0.8313008130081301,1.9693371040989474,-0.8300000000000001
2020-01-03,-0.8199999999999998,-0.8199999999999998,0.014142135623731277,-0.7917157287525373,-0.8482842712474624,0.7071067811865476,0.8353658536585367,2.1565077192699103,-0.8099999999999996
2020-01-06,-0.7999999999999998,-0.7999999999999998,0.03605551275463999,-0.7278889744907199,-0.8721110255092798,1.1094003924504563,0.843298969072165,2.7332707463259296,-0.7599999999999998
2020-01-07,-0.7774999999999999,-0.7774999999999999,0.05377421934967224,-0.6699515613006554,-0.8850484386993444,1.2552483479318295,0.8533057851239669,1.055681485418045,-0.71
2020-01-08,-0.7659999999999998,-0.7659999999999998,0.053197744313081545,-0.6596045113738367,-0.8723954886261629,0.86469831745645,0.848421052631579,1.6327766112896598,-0.7199999999999998
2020-01-09,-0.7479999999999997,-0.7616666666666664,0.04875106836436172,-0.664164529937943,-0.8591688033953898,0.44443470458395007,0.8448637316561847,1.6230160647634717,-0.7399999999999993
2020-01-10,-0.7339999999999997,-0.7585714285714282,0.04525062483125568,-0.6680701789089168,-0.8490726782339396,0.4104126438183717,0.8448637316561847,1.8425475336728236,-0.7399999999999993
2020-01-13,-0.7279999999999998,-0.7549999999999998,0.043094580368566726,-0.6688108392628663,-0.8411891607371332,0.5801193511153065,0.8472803347280334,1.4813309702567672,-0.7300000000000004
2020-01-14,-0.7279999999999998,-0.7499999999999998,0.043011626335213105,-0.6639767473295736,-0.836023252670426,0.9299811099505505,0.8511530398322851,2.503465898378798,-0.71
2020-01-15,-0.7339999999999998,-0.7499999999999998,0.040551750201988104,-0.6688964995960236,-0.831103500403976,-5.475586227943998e-15,0.8421052631578947,2.9293896252659137,-0.75
2020-01-16,-0.742,-0.7527272727272725,0.03951984541743783,-0.6736875818923969,-0.8317669635621481,-0.6901020736456094,0.8340425531914893,2.8587627354220064,-0.7800000000000002
2020-01-17,-0.7440000000000002,-0.7525,0.037688918072220454,-0.677122163855559,-0.8278778361444409,0.0663324958070948,0.8400852878464818,1.8790321851754774,-0.7500000000000004
2020-01-20,-0.7480000000000001,-0.7523076923076922,0.03609105294341109,-0.6801255864208701,-0.8244897981945144,0.06394084182887586,0.8407643312101911,1.39699431279749,-0.75
2020-01-21,-0.7580000000000002,-0.7528571428571428,0.03473605341131037,-0.683385036034522,-0.8223292496797635,-0.20563237447497915,0.8365591397849462,1.600892640577478,-0.7600000000000002
2020-01-22,-0.7580000000000002,-0.7526666666666666,0.033480626949810556,-0.6857054127670454,-0.8196279205662877,0.07964805051781397,0.8390557939914163,1.4744536446470558,-0.75
2020-01-23,-0.7500000000000002,-0.751875,0.032499999999999994,-0.686875,-0.8168749999999999,0.36538461538460765,0.8384279475982532,1.5926695276236276,-0.7400000000000002
2020-02-03,-0.7020000000000001,-0.7376470588235293,0.06657039617621956,-0.6045062664710902,-0.8707878511759685,3.4196440444927108,0.8740740740740741,2.416793735461101,-0.5099999999999998
2020-02-04,-0.686,-0.7338888888888888,0.06652190164669688,-0.600845085595495,-0.8669326921822826,0.960418859163225,0.8438228438228439,2.426469068036114,-0.6699999999999999
2020-02-05,-0.676,-0.7326315789473684,0.06487955552518991,-0.6028724678969886,-0.8623906899977483,0.34882450664417924,0.835648148148148,2.4207798875177082,-0.7100000000000004
2020-02-06,-0.662,-0.73,0.06423640548375732,-0.6015271890324854,-0.8584728109675146,0.7783748113465526,0.8418604651162791,1.952235450397123,-0.6799999999999997
2020-02-07,-0.65,-0.7224999999999999,0.060600069480592454,-0.601299861038815,-0.8437001389611848,0.7013193279194283,0.8396226415094339,2.1925582787624354,-0.6800000000000002
2020-02-10,-0.6860000000000002,-0.7165000000000001,0.05733328233371868,-0.6018334353325627,-0.8311665646674375,0.46220971347413414,0.8368794326241134,2.7226845775900688,-0.6900000000000004
2020-02-11,-0.6960000000000001,-0.7144999999999999,0.056426477547522474,-0.6016470449049549,-0.8273529550950449,-0.0974719712987175,0.8325581395348838,2.0920079423128404,-0.7199999999999998
2020-02-12,-0.698,-0.7150000000000001,0.05642880936468352,-0.602142381270633,-0.8278576187293671,-0.08860722131643922,0.8325581395348838,3.230409008386747,-0.7199999999999998
2020-02-13,-0.7020000000000002,-0.7140000000000001,0.05651269070329531,-0.6009746185934095,-0.8270253814065907,0.24773196649762608,0.8345153664302599,2.170288058325068,-0.7000000000000006
2020-02-14,-0.7080000000000001,-0.7125000000000001,0.056183440152490015,-0.6001331196950201,-0.8248668803049801,0.04449709724457608,0.8333333333333334,2.056155771048974,-0.71
2020-02-17,-0.718,-0.7125,0.05618344015249003,-0.6001331196950199,-0.8248668803049801,-0.48946806969029927,0.8298850574712644,2.3539763585690294,-0.7399999999999998
2020-02-18,-0.72,-0.7125,0.056183440152490015,-0.60013311969502,-0.82486688030498,-0.31147968071200294,0.8306264501160093,2.1865161456963373,-0.7299999999999995
2020-02-19,-0.72,-0.7130000000000001,0.056204513772659385,-0.6005909724546813,-0.8254090275453189,-0.12454515714368226,0.8333333333333333,2.2445737065115523,-0.7200000000000002
2020-02-20,-0.728,-0.7125000000000001,0.0559016994374948,-0.6006966011250106,-0.8243033988749897,-0.4919349550499546,0.8306636155606407,2.3106895051782534,-0.7400000000000002
