Date,Close_1,Vol_1,Close_2,Vol_2,price_spread,price_ratio,volume_ratio
2020-03-05,66.87,224633,19.43,170004,47.440000000000005,3.4415851775604738,1.3213394978941673
2020-03-06,65.92,159809,18.94,147210,46.980000000000004,3.4804646251319955,1.0855852183954895
2020-03-09,60.33,294253,16.97,292479,43.36,3.5550972304066,1.0060653927290506
2020-03-10,64.26,292745,17.21,266805,47.050000000000004,3.7338756536897155,1.0972245647570322
2020-03-11,64.4,339232,16.74,222212,47.66000000000001,3.8470728793309443,1.5266142242543157
2020-03-12,60.75,333858,16.17,232383,44.58,3.7569573283858992,1.4366713571991065
2020-03-13,59.58,274553,15.71,213198,43.87,3.7924888605983447,1.2877841255546487
2020-03-16,52.33,490485,15.12,238773,37.21,3.4609788359788363,2.0541895440439246
2020-03-17,51.72,392203,14.84,180919,36.879999999999995,3.4851752021563343,2.1678375405568238
2020-03-18,51.38,313384,14.52,172684,36.86,3.538567493112948,1.8147830719696092
2020-03-19,50.1,331563,14.28,194450,35.82,3.5084033613445382,1.7051324247878632
2020-03-20,50.56,225142,14.66,148296,35.900000000000006,3.4488403819918148,1.5181933430436425
2020-03-23,45.9,307618,13.21,242740,32.69,3.4746404239212714,1.2672736261020021
2020-03-24,48.17,291170,13.73,205027,34.44,3.5083758193736343,1.4201544186863193
2020-03-25,53.41,385928,14.57,289787,38.839999999999996,3.6657515442690456,1.3317643648610877
2020-03-26,52.65,194371,15.25,296621,37.4,3.4524590163934423,0.6552840156293721
2020-03-27,52.14,174991,15.42,229972,36.72,3.3813229571984436,0.7609230688953438
2020-03-30,52.47,261655,15.9,328937,36.57,3.3,0.795456272781718
2020-03-31,53.07,194852,17.15,350174,35.92,3.0944606413994173,0.5564433681541177
2020-04-01,53.08,298951,16.2,365565,36.879999999999995,3.2765432098765435,0.8177779601438868
2020-04-02,54.86,209588,16.02,233842,38.84,3.4244694132334583,0.8962803944543751
2020-04-03,53.41,182204,15.49,169190,37.919999999999995,3.448030987734022,1.0769194396831965
2020-04-07,55.47,183729,15.93,189116,39.54,3.48210922787194,0.9715148374542609
2020-04-08,54.52,119470,15.6,129543,38.92,3.4948717948717953,0.9222420354631281
2020-04-09,52.97,160528,15.71,133338,37.26,3.3717377466581793,1.2039178628747993
2020-04-10,52.0,145696,15.35,131855,36.65,3.3876221498371337,1.1049713700656023
2020-04-13,49.91,124581,15.76,102560,34.15,3.166878172588832,1.2147133385335414
2020-04-14,56.28,388939,16.46,233863,39.82,3.419198055893074,1.6631061775483937
2020-04-15,57.3,325645,17.2,306227,40.099999999999994,3.3313953488372094,1.0634104765419117
2020-04-16,60.05,216381,17.16,165259,42.89,3.4994172494172493,1.3093447255520123
2020-04-17,62.27,292522,16.76,156490,45.510000000000005,3.7153937947494033,1.8692696018914947
2020-04-20,60.92,187002,16.78,107474,44.14,3.630512514898689,1.7399743193702664
2020-04-21,58.7,193917,16.95,147148,41.75,3.4631268436578173,1.3178364639682496
2020-04-22,58.88,146869,16.97,121458,41.910000000000004,3.469652327637007,1.209216354624644
2020-04-23,58.36,125379,16.57,116028,41.79,3.5220277610138804,1.0805926155755508
2020-04-24,59.35,169916,16.73,135949,42.620000000000005,3.547519426180514,1.2498510470838329
2020-04-27,60.58,143655,16.15,138265,44.43,3.7510835913312697,1.0389831121397317
2020-04-28,63.02,226917,16.15,128658,46.870000000000005,3.9021671826625393,1.763722426899221
2020-04-29,63.26,119544,16.49,165126,46.769999999999996,3.836264402668284,0.7239562515896951
2020-04-30,66.4,233385,17.14,218876,49.260000000000005,3.873978996499417,1.0662886748661342
2020-05-06,67.18,191464,17.88,231906,49.30000000000001,3.757270693512305,0.8256103766181125
2020-05-07,65.75,160787,17.19,225118,48.56,3.824898196625945,0.7142343126715767
2020-05-08,66.23,141339,17.08,171472,49.150000000000006,3.8776346604215464,0.8242686852663992
2020-05-11,62.65,285364,16.78,190716,45.87,3.733611442193087,1.49627718702154
2020-05-12,63.41,160277,16.87,104020,46.53999999999999,3.7587433313574388,1.5408286867910017
2020-05-13,63.0,121542,16.82,111115,46.18,3.745541022592152,1.0938397156099537
2020-05-14,61.52,114335,16.39,118363,45.13,3.7535082367297132,0.9659690950719397
2020-05-15,67.01,322121,16.48,102771,50.53,4.066140776699029,3.134356968405484
2020-05-18,64.97,160889,16.22,104743,48.75,4.005548705302096,1.5360358210095186
2020-05-19,65.78,104252,16.56,94042,49.22,3.9722222222222228,1.108568511941473
2020-05-20,69.13,329693,16.83,164708,52.3,4.1075460487225195,2.0016817640916047
2020-05-21,68.11,154876,16.21,120968,51.9,4.201727328809377,1.2803055353481914
2020-05-22,65.53,148173,15.83,92350,49.7,4.1396083385976,1.6044721169463996
2020-05-25,66.36,103782,16.0,59697,50.36,4.1475,1.7384793205688729
2020-05-26,69.54,174865,16.59,98544,52.95,4.191681735985534,1.774486523786329
2020-05-27,70.36,181049,16.26,113617,54.099999999999994,4.327183271832718,1.5935027328656803
2020-05-28,68.32,174247,16.32,86300,51.99999999999999,4.186274509803921,2.0190845886442643
2020-05-29,67.04,141428,16.29,68036,50.75000000000001,4.1154082259054645,2.078723028984655
2020-06-01,70.05,151766,16.93,161068,53.12,4.137625516834023,0.942247994635806
2020-06-02,69.22,137030,17.49,204796,51.730000000000004,3.9576901086335052,0.6691048653294009
2020-06-03,68.69,113635,17.13,146357,51.56,4.009924109748979,0.7764234030487097
2020-06-04,69.65,137574,17.19,105743,52.46000000000001,4.051774287376381,1.3010222898915296
2020-06-05,70.31,98627,18.22,265451,52.09,3.8589462129527994,0.3715450309096594
2020-06-08,70.42,105604,18.09,172441,52.33,3.892758430071863,0.6124065622444779
2020-06-09,71.85,150699,17.82,204431,54.029999999999994,4.031986531986532,0.7371631504028254
2020-06-10,73.36,198210,17.51,186194,55.849999999999994,4.1896059394631635,1.0645348400055856
2020-06-11,77.41,368177,18.1,280233,59.309999999999995,4.276795580110496,1.3138245674135451
2020-06-12,74.81,252446,17.65,175497,57.160000000000004,4.238526912181303,1.4384633355555936
2020-06-15,73.92,159452,17.99,195740,55.93000000000001,4.108949416342413,0.8146112189639317
2020-06-16,75.2,131297,18.52,214116,56.68000000000001,4.060475161987041,0.6132049916867492
2020-06-17,73.98,125291,18.53,144378,55.45,3.9924446842957364,0.8677984180415299
2020-06-18,74.62,96562,19.4,279033,55.220000000000006,3.84639175257732,0.34605942666279615
2020-06-19,78.48,250193,19.49,220619,58.99000000000001,4.02668034889687,1.134050104478762
2020-06-22,77.98,190412,19.82,196255,58.160000000000004,3.934409687184662,0.9702275101271305
2020-06-23,80.14,159475,20.83,260375,59.31,3.847335573691791,0.6124819971195391
2020-06-24,81.59,146604,21.06,196681,60.53,3.874169040835708,0.7453897427814583
2020-06-29,81.33,116040,20.69,173376,60.64,3.930884485258579,0.669296788482835
2020-06-30,83.18,162514,21.09,169831,62.09,3.9440493124703653,0.956915992957705
2020-07-01,80.42,286575,21.31,235093,59.11,3.773815110276866,1.2189856780082775
2020-07-02,79.2,270480,21.2,214074,58.0,3.7358490566037736,1.2634883264665489
2020-07-03,79.42,240264,23.61,455388,55.81,3.363828886065227,0.5276028353843316
2020-07-06,85.09,307153,24.12,461224,60.97,3.5277777777777777,0.665951901895825
2020-07-07,94.97,253604,24.82,466706,70.15,3.8263497179693795,0.5433913427296843
2020-07-08,96.07,288890,24.74,319156,71.33,3.883185125303153,0.9051686322676058
2020-07-09,100.21,279036,25.31,327974,74.89999999999999,3.959304622678783,0.8507869526242934
2020-07-10,99.59,168293,26.82,396029,72.77000000000001,3.7132736763609246,0.4249512030684622
2020-07-13,110.82,303269,29.79,579871,81.03,3.7200402819738168,0.5229939072655815
2020-07-14,106.28,333296,29.34,536389,76.94,3.6223585548738924,0.6213699386079878
2020-07-15,101.33,274351,28.66,388696,72.67,3.535589672016748,0.705824088748019
2020-07-16,95.63,272550,25.51,560467,70.11999999999999,3.748725989807918,0.48629089669864595
2020-07-17,95.03,303786,24.35,430969,70.68,3.9026694045174537,0.7048906069810126
2020-07-20,100.37,289999,26.21,431730,74.16,3.8294544067149943,0.6717138026081115
2020-07-21,101.31,186566,26.52,317222,74.79,3.820135746606335,0.5881244049908266
2020-07-22,101.81,191658,26.22,269545,75.59,3.8829138062547677,0.7110426830399377
2020-07-23,104.92,255900,26.82,327287,78.1,3.912005965697241,0.7818825678991221
2020-07-24,96.69,343983,24.82,388174,71.87,3.8956486704270747,0.8861567235311999
2020-07-27,92.59,251556,25.0,208828,67.59,3.7036000000000002,1.204608577393836
2020-07-28,96.05,201490,25.13,216441,70.92,3.822124950258655,0.9309234387200207
2020-07-29,99.75,189986,26.13,287976,73.62,3.817451205510907,0.6597285884934856
2020-07-30,100.4,143531,25.49,224493,74.91000000000001,3.9387995292271483,0.6393562382791446
2020-07-31,104.18,207050,25.62,258123,78.56,4.0663544106167056,0.8021369657101459
2020-08-03,106.09,151061,25.88,280304,80.21000000000001,4.099304482225657,0.5389184599577601
2020-08-04,103.36,199581,26.82,383956,76.53999999999999,3.8538404175988066,0.5198017481169718
2020-08-05,103.17,127301,26.54,190227,76.63,3.8873398643556896,0.6692057384072713
2020-08-06,103.81,145657,26.73,205333,77.08,3.8836513280957727,0.7093696580676268
2020-08-07,99.81,180552,25.62,245974,74.19,3.8957845433255267,0.7340287997918479
2020-08-10,97.8,130787,24.48,336539,73.32,3.9950980392156863,0.38862360677365776
2020-08-11,96.55,122332,24.16,194173,72.39,3.9962748344370858,0.6300155016402899
2020-08-12,95.05,252727,24.48,220972,70.57,3.8827614379084965,1.1437059898991728
2020-08-13,95.2,130612,24.42,135828,70.78,3.8984438984438983,0.9615984922107371
2020-08-14,97.63,119700,24.47,120620,73.16,3.9897834082550063,0.9923727408389985
2020-08-17,95.55,197074,24.8,151032,70.75,3.852822580645161,1.3048493034588697
2020-08-18,97.02,221224,24.57,161553,72.44999999999999,3.9487179487179485,1.3693586624822813
2020-08-19,91.97,187147,23.73,187358,68.24,3.8756847871892117,0.9988738137682939
2020-08-20,90.99,130201,23.36,122724,67.63,3.8951198630136985,1.0609253283791271
2020-08-21,93.11,146553,23.7,111905,69.41,3.928691983122363,1.3096197667664538
2020-08-24,98.54,258074,24.32,171281,74.22,4.051809210526316,1.5067287089636328
2020-08-25,97.38,145512,24.26,145106,73.11999999999999,4.01401483924155,1.0027979545987071
2020-08-26,94.31,152414,24.98,320472,69.33,3.7754203362690153,0.475592251429142
2020-08-27,100.17,283995,25.65,252035,74.52000000000001,3.905263157894737,1.1268077846330866
2020-08-28,102.03,169690,25.64,186470,76.39,3.9793291731669265,0.9100123344237679
2020-08-31,100.95,135171,25.51,215347,75.44,3.957271658173265,0.6276892643036588
2020-09-01,105.34,197211,28.34,394613,77.0,3.7170077628793226,0.4997579907402949
2020-09-02,103.71,146097,28.61,397047,75.1,3.624956308982873,0.3679589570000529
2020-09-03,102.92,124541,28.04,227795,74.88,3.670470756062768,0.546724028183235
2020-09-04,99.79,147761,27.18,222021,72.61000000000001,3.671449595290655,0.66552713482058
2020-09-07,89.87,447969,28.76,409987,61.11,3.124826147426982,1.0926419618183016
2020-09-08,90.15,220754,27.51,279084,62.64,3.276990185387132,0.7909948259305442
2020-09-09,88.71,189351,25.84,263292,62.86999999999999,3.4330495356037147,0.7191673123376328
2020-09-10,89.07,148290,26.21,217063,62.85999999999999,3.398321251430751,0.6831657168656105
2020-09-11,90.37,117659,27.58,205764,62.790000000000006,3.2766497461928936,0.5718152835287028
2020-09-14,93.41,142923,28.01,223839,65.39999999999999,3.3348803998571936,0.6385080347928646
2020-09-15,94.48,117039,30.94,579221,63.540000000000006,3.053652230122818,0.2020627705141906
2020-09-16,93.12,118380,32.31,493789,60.81,2.8820798514391828,0.2397380257559403
2020-09-17,96.53,181320,35.82,602351,60.71,2.694863204913456,0.3010205013356
2020-09-18,96.33,105522,35.68,473754,60.65,2.6998318385650224,0.2227358502513963
2020-09-21,96.27,160701,32.43,588771,63.839999999999996,2.9685476410730804,0.27294313069087983
2020-09-22,97.7,123410,32.77,462882,64.93,2.981385413487946,0.2666122251459335
2020-09-23,95.76,157202,33.98,381409,61.78000000000001,2.818128310771042,0.41216122325377746
2020-09-24,92.32,106690,32.64,266126,59.67999999999999,2.8284313725490193,0.40090032540976833
2020-09-25,92.7,68017,32.21,324363,60.49,2.877988202421608,0.20969407731461356
2020-09-28,93.48,82336,32.64,211883,60.84,2.8639705882352944,0.3885918171821241
2020-09-29,100.2,202463,33.14,270046,67.06,3.0235365117682558,0.749735230294098
2020-09-30,102.53,159930,35.92,444201,66.61,2.8543986636971046,0.36003971175211225
2020-10-09,111.24,239672,37.29,559678,73.94999999999999,2.983105390185036,0.4282319476556163
2020-10-12,116.75,189418,40.01,528089,76.74000000000001,2.918020494876281,0.35868575183349777
2020-10-13,117.24,107490,40.27,460527,76.97,2.911348398311398,0.23340651036747032
2020-10-14,118.15,137715,40.68,310472,77.47,2.904375614552606,0.44356656961014196
2020-10-15,118.87,99560,41.03,402893,77.84,2.897148427979527,0.24711275698510524
2020-10-16,113.03,203041,39.78,413536,73.25,2.8413775766716944,0.4909874835564497
2020-10-19,113.76,130025,39.87,222006,73.89000000000001,2.853273137697517,0.5856823689449835
2020-10-20,120.53,135966,43.84,541679,76.69,2.7493156934306566,0.2510084385770909
2020-10-21,115.38,161679,43.01,380567,72.37,2.682631946059056,0.42483715088276175
2020-10-22,115.13,90552,45.11,434389,70.02,2.5522057193526932,0.20845831731466496
2020-10-23,111.31,115938,43.4,400994,67.91,2.564746543778802,0.28912652059631816
2020-10-26,115.84,108028,43.83,309796,72.01,2.642938626511522,0.3487068909863265
2020-10-27,118.1,91015,43.94,296545,74.16,2.6877560309512973,0.30691800569896643
2020-10-28,119.79,224158,47.71,517974,72.08000000000001,2.510794382728988,0.4327591732403557
2020-10-29,119.65,174352,49.97,634705,69.68,2.3944366619971986,0.27469769420439416
2020-10-30,123.63,229587,50.45,673292,73.17999999999999,2.450545094152626,0.34099172424445856
2020-11-02,130.83,189461,53.17,524911,77.66000000000001,2.4605980816249766,0.36093928304036305
2020-11-03,128.55,184567,51.87,661617,76.68,2.478311162521689,0.2789635090996755
2020-11-04,128.28,110617,53.19,460948,75.09,2.4117315284827976,0.23997717746904207
2020-11-05,135.48,157959,58.79,674092,76.69,2.3044735499234563,0.2343285486254102
2020-11-06,132.7,156584,60.66,807667,72.03999999999999,2.1876030333003627,0.19387197941725984
2020-11-09,134.33,132286,60.83,525016,73.50000000000001,2.2082853855005755,0.25196565438005697
2020-11-10,134.05,144175,58.04,635350,76.01000000000002,2.3096140592694696,0.22692216888329267
2020-11-11,125.67,157584,51.96,805675,73.71000000000001,2.418591224018476,0.1955925155925156
2020-11-12,127.56,97169,53.62,586640,73.94,2.378963073480045,0.1656365062048275
2020-11-13,126.98,113777,55.81,609194,71.17,2.275219494714209,0.18676644878314624
2020-11-16,127.92,123121,53.85,542565,74.07,2.3754874651810582,0.22692396302747136
2020-11-17,125.58,136749,52.84,568409,72.74,2.3766086298258893,0.24058204567485736
2020-11-18,119.92,192833,52.84,417033,67.08,2.269492808478425,0.46239266436948634
2020-11-19,120.81,97580,51.05,470054,69.76,2.3665034280117534,0.2075931701464087
2020-11-20,126.36,123035,55.86,707527,70.5,2.2620837808807734,0.17389442381704162
2020-11-23,126.87,120913,58.58,604027,68.29,2.1657562307954934,0.20017813773225368
2020-11-24,127.81,97920,58.57,646752,69.24000000000001,2.1821751750042684,0.1514027014991836
2020-11-25,123.1,117099,58.35,473858,64.75,2.1096829477292203,0.24711833502863728
2020-11-26,122.61,86295,55.78,496538,66.83,2.198099677303693,0.17379334512162212
2020-11-27,120.76,84332,55.21,397476,65.55000000000001,2.1872849121535953,0.21216878503356176
2020-11-30,121.2,126662,54.56,379213,66.64,2.221407624633431,0.33401281074224776
2020-12-01,123.07,94920,56.11,401564,66.96,2.1933701657458564,0.2363757707364206
2020-12-02,121.7,119653,53.76,492401,67.94,2.263764880952381,0.2429991003267662
2020-12-03,122.97,106886,54.21,365581,68.75999999999999,2.2684006640841172,0.29237296248984496
2020-12-04,125.05,92338,54.46,394490,70.59,2.2961806830701432,0.2340693046718548
2020-12-07,131.57,171130,55.61,322186,75.96,2.365941377450099,0.5311528123506297
2020-12-08,134.11,116362,56.5,445743,77.61000000000001,2.373628318584071,0.26105177198520224
2020-12-09,134.09,153636,54.92,315714,79.17,2.441551347414421,0.48663030464280965
2020-12-10,133.43,99857,53.68,370436,79.75,2.485655737704918,0.2695661328812534
2020-12-11,134.4,128937,52.84,354878,81.56,2.5435276305828918,0.3633276788079284
2020-12-14,134.09,107241,53.91,302132,80.18,2.487293637544055,0.3549475063879364
2020-12-15,141.03,177813,55.41,362218,85.62,2.545208446128858,0.4909005074292277
2020-12-16,145.23,142888,54.47,238154,90.75999999999999,2.666238296309895,0.5999815245597386
2020-12-17,144.54,88123,54.44,189773,90.1,2.6550330639235855,0.4643600512190881
2020-12-18,147.42,95126,55.84,488485,91.57999999999998,2.640042979942693,0.19473678823300614
2020-12-21,166.87,198104,61.71,667798,105.16,2.7040998217468806,0.2966525805707714
2020-12-22,160.56,168744,58.51,586810,102.05000000000001,2.744146299777816,0.28756156166391167
2020-12-23,162.98,173903,59.44,427079,103.53999999999999,2.7419246298788695,0.40719164370058
2020-12-24,159.09,94786,58.18,260454,100.91,2.734444826400825,0.36392606755895474
2020-12-25,160.08,95399,58.92,211331,101.16000000000001,2.7169042769857437,0.45141981062882397
2020-12-28,162.3,119731,59.82,303384,102.48000000000002,2.7131394182547646,0.3946516625794373
2020-12-29,157.42,121748,56.71,361178,100.70999999999998,2.775877270322694,0.33708586901749277
2020-12-30,175.2,228817,59.18,510431,116.01999999999998,2.9604596147347073,0.4482819421234212
2020-12-31,181.37,152005,61.94,505119,119.43,2.92815628027123,0.30092908799708584
2021-01-04,210.81,224808,66.1,589502,144.71,3.189258698940999,0.38135239575098984
2021-01-05,209.65,227452,70.48,545306,139.17000000000002,2.9746027241770716,0.4171089259975133
2021-01-06,212.3,186681,69.28,434652,143.02,3.064376443418014,0.4294953203942464
2021-01-07,215.88,173895,72.19,428603,143.69,2.9904418894583737,0.4057251115834467
2021-01-08,211.03,210067,73.01,426758,138.01999999999998,2.890425969045336,0.49223916130453327
2021-01-11,202.98,230050,75.46,534255,127.52,2.6899019347998943,0.4305996200316328
2021-01-12,209.18,165597,76.17,433125,133.01,2.746225548116056,0.3823307359307359
2021-01-13,200.2,272620,76.94,480348,123.25999999999999,2.6020275539381337,0.5675468618584859
2021-01-14,191.32,196066,71.83,445955,119.49,2.6635110677989697,0.4396542252020944
2021-01-15,197.73,198229,72.24,377050,125.49,2.7371262458471763,0.5257366397029571
2021-01-18,199.59,142012,71.07,263789,128.52,2.8083579569438584,0.538354518194466
2021-01-19,189.71,162867,69.24,276250,120.47000000000001,2.7398902368573084,0.5895638009049774
2021-01-20,203.76,213416,71.18,381401,132.57999999999998,2.862601854453498,0.5595580504508378
2021-01-21,203.7,174792,75.68,585710,128.01999999999998,2.691596194503171,0.29842754946987415
2021-01-22,212.98,190442,78.15,423887,134.82999999999998,2.7252719129878438,0.44927539650897524
2021-01-25,206.84,217414,83.84,559389,123.0,2.467080152671756,0.3886633451855507
2021-01-26,200.48,151044,81.92,394555,118.55999999999999,2.447265625,0.3828211529444564
2021-01-27,203.27,148385,82.84,521351,120.43,2.453766296475133,0.284616314153037
2021-01-28,191.81,181820,78.63,326462,113.18,2.4393997202085718,0.5569407771808051
2021-01-29,183.04,276013,79.51,335983,103.52999999999999,2.3021003647339953,0.8215088263394279
2021-02-01,180.94,175251,79.47,263795,101.47,2.2768340254183967,0.6643454197388123
2021-02-02,190.65,250865,86.34,471100,104.31,2.2081306462821404,0.5325090214391849
2021-02-03,197.97,211073,84.84,384030,113.13,2.3334512022630833,0.5496263312762024
2021-02-04,202.15,216302,83.81,310351,118.34,2.4120033408901085,0.6969592493660404
2021-02-05,193.78,184117,80.18,480551,113.6,2.416812172611624,0.3831372736712649
2021-02-08,210.76,244027,80.58,372462,130.18,2.6155373541821794,0.6551728766961462
2021-02-09,214.2,162037,82.84,374954,131.35999999999999,2.5857073877353933,0.4321516772724121
2021-02-10,215.57,162830,86.16,418939,129.41,2.5019730733519037,0.38867233654541594
2021-02-18,206.87,238249,83.51,472646,123.36,2.477188360675368,0.5040749313439656
2021-02-19,201.59,186904,82.96,382587,118.63000000000001,2.4299662487946,0.4885267925988076
2021-02-22,194.65,167204,77.02,427131,117.63000000000001,2.527265645286939,0.3914583582086058
2021-02-23,195.5,136047,72.18,476510,123.32,2.70850651149903,0.28550712471931333
2021-02-24,179.09,302721,66.84,676485,112.25,2.6793836026331537,0.44749107519013726
2021-02-25,173.59,245757,66.93,369532,106.66,2.593605259226057,0.6650493056081747
2021-02-26,165.33,229506,62.93,503616,102.4,2.6272048307643416,0.45571626000762483
2021-03-01,177.76,205394,67.48,444294,110.27999999999999,2.634262003556609,0.46229298617582054
2021-03-02,180.53,152811,67.64,387928,112.89,2.668982850384388,0.3939158812975604
2021-03-03,180.55,104644,67.09,263062,113.46000000000001,2.6911611268445372,0.39779215546145014
2021-03-04,167.18,181034,63.34,346850,103.84,2.639406378275971,0.5219374369323915
2021-03-05,164.09,173073,62.63,325319,101.46000000000001,2.6199904199265527,0.5320101192982888
2021-03-08,155.76,212955,56.09,591328,99.66999999999999,2.7769655910144406,0.360130080090914
2021-03-09,152.98,273577,54.07,599205,98.91,2.8292953578694284,0.45656661743476773
2021-03-10,161.03,237638,56.24,431507,104.78999999999999,2.8632645803698433,0.5507164426069565
2021-03-11,170.36,209643,58.17,367828,112.19000000000001,2.92865738353103,0.5699484541687962
2021-03-12,176.01,189520,57.74,301848,118.26999999999998,3.048320055420852,0.6278656807399751
2021-03-15,159.81,230404,55.26,295602,104.55000000000001,2.8919652551574377,0.7794399225986293
2021-03-16,165.76,137124,56.0,197056,109.75999999999999,2.96,0.6958631049041897
2021-03-17,171.31,146726,56.14,213705,115.17,3.0514784467402922,0.686581970473316
2021-03-18,172.87,113670,56.69,201064,116.18,3.0493914270594464,0.5653423785461346
2021-03-19,162.15,189716,54.23,258227,107.92000000000002,2.990042411949106,0.7346869227462659
2021-03-22,157.31,231719,55.11,185683,102.2,2.8544728724369444,1.2479279201650124
2021-03-23,155.15,151169,53.5,226649,101.65,2.9,0.6669740435651602
2021-03-24,146.75,252082,51.42,248269,95.33,2.8539478802022558,1.0153583411541514
2021-03-25,148.28,184399,50.91,256191,97.37,2.912590846592025,0.719771576675215
2021-03-26,160.55,237103,54.17,328530,106.38000000000001,2.963817611223925,0.7217088241560893
2021-03-29,159.42,155632,53.21,234729,106.20999999999998,2.9960533734260473,0.6630284285282176
2021-03-30,163.52,126404,53.51,338931,110.01000000000002,3.0558774060923195,0.3729490663291348
2021-03-31,165.3,160546,52.01,270153,113.29000000000002,3.1782349548163817,0.5942780572490404
2021-04-01,169.64,113338,53.53,299958,116.10999999999999,3.1690640762189424,0.37784623180578614
2021-04-02,170.98,92629,55.8,349532,115.17999999999999,3.06415770609319,0.26500864012450936
2021-04-06,167.31,104638,55.87,255910,111.44,2.9946303919813855,0.4088859364620374
2021-04-07,164.09,133931,54.17,281704,109.92,3.0291674358501015,0.4754316587623889
2021-04-08,164.01,78710,54.0,160043,110.00999999999999,3.0372222222222223,0.4918053273182832
2021-04-09,159.65,93237,52.75,204996,106.9,3.02654028436019,0.45482350875139027
2021-04-12,161.32,140595,51.66,201268,109.66,3.1227255129694154,0.6985462169843194
2021-04-13,166.73,140211,51.85,158579,114.88,3.2156219864995177,0.8841712963254907
2021-04-14,178.53,185043,54.16,298473,124.37,3.2963441654357464,0.6199656250314098
2021-04-15,173.53,124741,52.34,249912,121.19,3.315437523882308,0.49913969717340506
2021-04-16,171.78,115363,52.28,234599,119.5,3.285768936495792,0.4917454891112068
2021-04-19,188.53,205477,55.86,507351,132.67000000000002,3.375044754744003,0.40499969449158474
2021-04-20,185.76,142834,54.26,375677,131.5,3.42351640250645,0.38020427122235323
2021-04-21,183.92,123996,53.37,230489,130.54999999999998,3.446130785085254,0.5379692740217538
2021-04-22,187.62,107913,53.41,197508,134.21,3.5128253136116836,0.5463728051521963
2021-04-23,192.7,115365,53.59,228828,139.10999999999999,3.595820115693226,0.504155959934973
